Timestamp,Open,High,Low,Close,Volume
2021-08-31,47024.69,48298.0,46731.03,47150.32,365548.209
2021-09-01,47150.32,49160.79,46550.99,48842.94,350108.374
2021-09-02,48842.93,50420.0,48631.2,49299.14,361863.055
2021-09-03,49299.14,51111.0,48333.0,50027.08,430326.386
2021-09-04,50027.09,50582.08,49360.0,49940.74,274956.842
2021-09-05,49942.2,51950.0,49462.59,51799.57,288984.124
2021-09-06,51799.56,52830.0,51040.0,52683.97,297734.284
2021-09-07,52683.98,52950.0,42088.0,46864.39,764140.139
2021-09-08,46864.38,47347.0,44431.0,46062.29,435803.011
2021-09-09,46060.02,47400.0,45500.0,46413.88,309015.75
2021-09-10,46413.88,47037.5,44120.0,44860.83,343533.069
2021-09-11,44860.83,45999.0,44737.4,45193.78,194144.115
2021-09-12,45194.19,46512.2,44746.51,46046.73,223534.63
2021-09-13,46048.02,46933.89,43323.93,44975.96,448942.068
2021-09-14,44975.96,47272.98,44692.9,47087.18,277925.721
2021-09-15,47087.18,48440.93,46675.0,48106.12,244226.37
2021-09-16,48106.13,48488.0,47038.21,47745.55,260044.727
2021-09-17,47745.55,48150.0,46750.0,47303.11,226193.34
2021-09-18,47303.11,48850.0,47044.32,48285.15,207900.413
2021-09-19,48284.61,48364.64,46840.0,47256.91,212631.933
2021-09-20,47256.92,47345.0,42467.86,43026.6,600764.629
2021-09-21,43026.61,43629.6,39503.58,40726.1,683242.002
2021-09-22,40727.83,43989.98,40551.49,43520.0,400849.752
2021-09-23,43520.0,44976.48,43056.0,44828.29,330253.525
2021-09-24,44828.29,45134.33,40650.0,42798.49,608595.52
2021-09-25,42798.49,42950.0,41630.26,42651.58,277084.795
2021-09-26,42646.84,43940.0,40725.01,43150.0,354393.916
2021-09-27,43150.01,44350.0,42059.13,42122.69,285311.606
2021-09-28,42122.69,42749.0,40854.0,41006.32,359745.538
2021-09-29,41002.96,42576.8,40708.73,41499.71,293307.589
2021-09-30,41499.7,44100.0,41387.78,43796.57,389185.646
2021-10-01,43799.49,48450.0,43260.01,48123.94,449491.768
2021-10-02,48123.93,48338.68,47410.0,47626.61,182565.988
2021-10-03,47626.62,49304.12,47071.26,48187.3,212410.375
2021-10-04,48187.99,49544.48,46885.29,49198.22,324424.837
2021-10-05,49199.78,51888.0,49009.21,51455.12,314043.813
2021-10-06,51460.22,56416.02,50410.0,55321.6,418731.748
2021-10-07,55327.45,55337.8,53374.34,53814.99,262974.545
2021-10-08,53814.99,56208.73,53647.3,53975.0,255210.035
2021-10-09,53974.99,55589.0,53656.66,54960.77,167495.393
2021-10-10,54960.79,56789.0,54101.0,54700.0,289072.818
2021-10-11,54700.0,57880.0,54458.0,57500.01,314868.05
2021-10-12,57500.01,57756.52,53750.0,56011.84,349147.775
2021-10-13,56011.83,56624.1,54271.24,55063.06,178076.479
