Date(UTC),Pair,Side,Price,Quantity,Amount,Fee,Realized Profit
2021-10-01 02:45:03,LUNAUSDT,BUY,37.29400000,2.00000000,74.5880000000 USDT,-0.0000350700 BNB,0.0000000000
2021-10-01 02:46:04,DOGEUSDT,BUY,0.20189000,420.00000000,84.7938000000 USDT,-0.0000399800 BNB,0.0000000000
2021-10-01 02:48:58,XTZUSDT,SELL,6.21900000,13.70000000,85.2003000000 USDT,-0.0000400500 BNB,0.0000000000
2021-10-01 02:50:55,AXSUSDT,BUY,74.08000000,1.00000000,74.0800000000 USDT,-0.0000348700 BNB,0.0000000000
2021-10-01 02:53:12,NEARUSDT,BUY,6.83200000,1.00000000,6.8320000000 USDT,-0.0000064200 BNB,0.0642571400
2021-10-01 02:53:12,NEARUSDT,BUY,6.83330000,3.00000000,20.4999000000 USDT,-0.0000192600 BNB,0.1888714200
2021-10-01 02:53:12,NEARUSDT,BUY,6.83220000,6.00000000,40.9932000000 USDT,-0.0000385200 BNB,0.3843428500
2021-10-01 02:53:12,NEARUSDT,BUY,6.83190000,70.00000000,478.2330000000 USDT,-0.0004494000 BNB,4.5050000000
2021-10-01 02:53:12,NEARUSDT,BUY,6.83200000,4.00000000,27.3280000000 USDT,-0.0000256800 BNB,0.2570285700
2021-10-01 02:55:26,XTZUSDT,SELL,6.21500000,13.70000000,85.1455000000 USDT,-0.0000399400 BNB,0.0000000000
2021-10-01 03:01:35,XTZUSDT,SELL,6.23800000,13.60000000,84.8368000000 USDT,-0.0000397300 BNB,0.0000000000
2021-10-01 03:02:51,XTZUSDT,SELL,6.25800000,13.60000000,85.1088000000 USDT,-0.0000398400 BNB,0.0000000000
2021-10-01 03:03:23,XRPUSDT,SELL,0.94960000,89.50000000,84.9892000000 USDT,-0.0000397500 BNB,0.0000000000
2021-10-01 03:16:20,IOTAUSDT,SELL,1.15710000,73.60000000,85.1625600000 USDT,-0.0000398900 BNB,0.0000000000
2021-10-01 03:17:37,IOTAUSDT,SELL,1.16030000,73.40000000,85.1660200000 USDT,-0.0000398500 BNB,0.0000000000
2021-10-01 03:19:32,IOTAUSDT,SELL,1.15950000,73.50000000,85.2232500000 USDT,-0.0000398900 BNB,0.0000000000
2021-10-01 03:19:47,IOTAUSDT,SELL,1.16040000,73.40000000,85.1733600000 USDT,-0.0000796900 BNB,0.0000000000
2021-10-01 03:37:54,ATOMUSDT,SELL,35.14400000,2.42000000,85.0484800000 USDT,-0.0000398300 BNB,0.0000000000
2021-10-01 03:39:27,XTZUSDT,SELL,6.28900000,13.50000000,84.9015000000 USDT,-0.0000397200 BNB,0.0000000000
2021-10-01 03:40:11,XTZUSDT,SELL,6.35000000,3.70000000,23.4950000000 USDT,-0.0000219300 BNB,0.0000000000
2021-10-01 03:40:11,XTZUSDT,SELL,6.35000000,1.20000000,7.6200000000 USDT,-0.0000071100 BNB,0.0000000000
2021-10-01 03:40:11,XTZUSDT,SELL,6.34900000,8.50000000,53.9665000000 USDT,-0.0000503800 BNB,0.0000000000
2021-10-01 03:42:50,QTUMUSDT,SELL,10.90800000,7.80000000,85.0824000000 USDT,-0.0000396800 BNB,0.0000000000
2021-10-01 03:42:54,XTZUSDT,SELL,6.36900000,13.40000000,85.3446000000 USDT,-0.0000397800 BNB,0.0000000000
2021-10-01 03:50:27,ADAUSDT,BUY,2.10250000,280.00000000,588.7000000000 USDT,-0.0005501200 BNB,2.7679999900
2021-10-01 03:50:27,LINKUSDT,BUY,23.75500000,17.86000000,424.2643000000 USDT,-0.0003964600 BNB,0.9333599900
2021-10-01 03:53:54,XTZUSDT,SELL,6.38700000,13.30000000,84.9471000000 USDT,-0.0000396900 BNB,0.0000000000
2021-10-01 03:55:48,XTZUSDT,SELL,6.41500000,13.30000000,85.3195000000 USDT,-0.0000398600 BNB,0.0000000000
2021-10-01 04:01:49,NEARUSDT,SELL,6.93380000,12.00000000,83.2056000000 USDT,-0.0000388200 BNB,0.0000000000
2021-10-01 04:04:05,NEARUSDT,SELL,6.94520000,12.00000000,83.3424000000 USDT,-0.0000389400 BNB,0.0000000000
2021-10-01 04:04:26,ATOMUSDT,SELL,35.32300000,2.41000000,85.1284300000 USDT,-0.0000397400 BNB,0.0000000000
2021-10-01 04:05:22,NEARUSDT,SELL,6.96130000,3.00000000,20.8839000000 USDT,-0.0000097400 BNB,0.0000000000
2021-10-01 04:05:23,NEARUSDT,SELL,6.96130000,9.00000000,62.6517000000 USDT,-0.0000292400 BNB,0.0000000000
2021-10-01 04:08:33,NEARUSDT,SELL,6.97560000,12.00000000,83.7072000000 USDT,-0.0000390100 BNB,0.0000000000
2021-10-01 04:14:08,NEARUSDT,SELL,7.00990000,12.00000000,84.1188000000 USDT,-0.0000391600 BNB,0.0000000000
2021-10-01 04:14:40,NEARUSDT,SELL,7.01100000,12.00000000,84.1320000000 USDT,-0.0000391700 BNB,0.0000000000
2021-10-01 04:15:19,FTMUSDT,SELL,1.21558000,70.00000000,85.0906000000 USDT,-0.0000395800 BNB,0.0000000000
2021-10-01 04:16:07,AXSUSDT,SELL,75.45000000,2.00000000,150.9000000000 USDT,-0.0001404000 BNB,1.7100000000
2021-10-01 04:16:18,XTZUSDT,SELL,6.47600000,13.10000000,84.8356000000 USDT,-0.0000394800 BNB,0.0000000000
2021-10-01 04:18:21,IOTAUSDT,SELL,1.16550000,73.10000000,85.1980500000 USDT,-0.0000396600 BNB,0.0000000000
2021-10-01 04:24:28,DOGEUSDT,SELL,0.20299000,420.00000000,85.2558000000 USDT,-0.0000793900 BNB,0.4620000000
2021-10-01 04:30:58,AVAXUSDT,BUY,64.98500000,1.00000000,64.9850000000 USDT,-0.0000606200 BNB,0.7120000000
2021-10-01 04:33:45,LINKUSDT,BUY,23.74000000,3.34000000,79.2916000000 USDT,-0.0000741300 BNB,0.0000000000
2021-10-01 04:33:45,LINKUSDT,BUY,23.73800000,0.23000000,5.4597400000 USDT,-0.0000051000 BNB,0.0000000000
2021-10-01 04:38:08,DOGEUSDT,BUY,0.20230000,419.00000000,84.7637000000 USDT,-0.0000396700 BNB,0.0000000000
2021-10-01 04:39:04,ADAUSDT,BUY,2.09880000,40.00000000,83.9520000000 USDT,-0.0000392900 BNB,0.0000000000
2021-10-01 04:47:21,IOTAUSDT,SELL,1.16790000,72.90000000,85.1399100000 USDT,-0.0000398000 BNB,0.0000000000
2021-10-01 04:48:16,IOTAUSDT,SELL,1.17100000,72.70000000,85.1317000000 USDT,-0.0000398100 BNB,0.0000000000
2021-10-01 04:50:00,IOTAUSDT,SELL,1.17220000,72.70000000,85.2189400000 USDT,-0.0000398500 BNB,0.0000000000
2021-10-01 04:51:55,IOTAUSDT,SELL,1.17910000,72.30000000,85.2489300000 USDT,-0.0000398300 BNB,0.0000000000
2021-10-01 04:53:25,IOTAUSDT,SELL,1.18440000,72.00000000,85.2768000000 USDT,-0.0000398400 BNB,0.0000000000
2021-10-01 04:54:42,IOTAUSDT,SELL,1.18420000,72.00000000,85.2624000000 USDT,-0.0000398300 BNB,0.0000000000
2021-10-01 04:57:03,XRPUSDT,SELL,0.95290000,89.30000000,85.0939700000 USDT,-0.0000397400 BNB,0.0000000000
2021-10-01 04:58:27,EGLDUSDT,SELL,207.26000000,0.40000000,82.9040000000 USDT,-0.0000386100 BNB,0.0000000000
2021-10-01 05:01:28,ATOMUSDT,SELL,35.60600000,2.39000000,85.0983400000 USDT,-0.0000396200 BNB,0.0000000000
2021-10-01 05:05:42,ATOMUSDT,SELL,35.66200000,2.38000000,84.8755600000 USDT,-0.0000395800 BNB,0.0000000000
2021-10-01 05:05:59,ATOMUSDT,SELL,35.73600000,0.84000000,30.0182400000 USDT,-0.0000139900 BNB,0.0000000000
2021-10-01 05:05:59,ATOMUSDT,SELL,35.73600000,1.54000000,55.0334400000 USDT,-0.0000256600 BNB,0.0000000000
2021-10-01 05:16:09,IOTAUSDT,SELL,1.18380000,72.00000000,85.2336000000 USDT,-0.0000396400 BNB,0.0000000000
2021-10-01 05:18:32,EGLDUSDT,SELL,209.00000000,0.10000000,20.9000000000 USDT,-0.0000096900 BNB,0.0000000000
2021-10-01 05:18:32,EGLDUSDT,SELL,209.00000000,0.30000000,62.7000000000 USDT,-0.0000290700 BNB,0.0000000000
2021-10-01 05:20:17,TRXUSDT,SELL,0.08916000,954.00000000,85.0586400000 USDT,-0.0000393900 BNB,0.0000000000
2021-10-01 05:20:50,ADAUSDT,SELL,2.10610000,40.00000000,84.2440000000 USDT,-0.0000780700 BNB,0.2920000000
2021-10-01 05:23:20,XTZUSDT,SELL,6.64700000,12.80000000,85.0816000000 USDT,-0.0000394400 BNB,0.0000000000
2021-10-01 05:29:04,DOTUSDT,SELL,28.86500000,2.90000000,83.7085000000 USDT,-0.0000387900 BNB,0.0000000000
2021-10-01 05:29:06,ATOMUSDT,SELL,35.85600000,2.37000000,84.9787200000 USDT,-0.0000393500 BNB,0.0000000000
2021-10-01 05:30:55,ADAUSDT,SELL,2.11190000,40.00000000,84.4760000000 USDT,-0.0000391600 BNB,0.0000000000
2021-10-01 05:31:03,UNIUSDT,SELL,24.54600000,1.00000000,24.5460000000 USDT,-0.0000227600 BNB,0.2410000000
2021-10-01 05:31:03,UNIUSDT,SELL,24.54400000,2.00000000,49.0880000000 USDT,-0.0000455100 BNB,0.4780000000
2021-10-01 05:31:32,ALGOUSDT,SELL,1.61630000,52.60000000,85.0173800000 USDT,-0.0000394000 BNB,0.0000000000
2021-10-01 05:31:47,FTMUSDT,SELL,1.22152000,48.00000000,58.6329600000 USDT,-0.0000271500 BNB,0.0000000000
2021-10-01 05:31:49,FTMUSDT,SELL,1.22152000,16.00000000,19.5443200000 USDT,-0.0000090500 BNB,0.0000000000
2021-10-01 05:31:49,FTMUSDT,SELL,1.22152000,5.00000000,6.1076000000 USDT,-0.0000028200 BNB,0.0000000000
2021-10-01 05:31:54,DOTUSDT,SELL,28.93100000,2.90000000,83.8999000000 USDT,-0.0000388600 BNB,0.0000000000
2021-10-01 05:35:13,EGLDUSDT,SELL,209.56000000,0.40000000,83.8240000000 USDT,-0.0000388300 BNB,0.0000000000
2021-10-01 05:40:42,XRPUSDT,SELL,0.95640000,88.90000000,85.0239600000 USDT,-0.0000394100 BNB,0.0000000000
2021-10-01 05:41:21,ADAUSDT,SELL,2.11500000,40.00000000,84.6000000000 USDT,-0.0000392100 BNB,0.0000000000
2021-10-01 05:41:31,TRXUSDT,SELL,0.08938000,952.00000000,85.0897600000 USDT,-0.0000394300 BNB,0.0000000000
2021-10-01 05:42:59,FTMUSDT,SELL,1.22274000,69.00000000,84.3690600000 USDT,-0.0000390900 BNB,0.0000000000
2021-10-01 05:45:43,XTZUSDT,SELL,6.66200000,12.80000000,85.2736000000 USDT,-0.0000395200 BNB,0.0000000000
2021-10-01 05:47:42,XTZUSDT,SELL,6.69500000,12.70000000,85.0265000000 USDT,-0.0000394000 BNB,0.0000000000
2021-10-01 05:52:00,COTIUSDT,BUY,0.59014000,143.00000000,84.3900200000 USDT,-0.0000390400 BNB,0.0000000000
2021-10-01 05:53:14,COTIUSDT,BUY,0.58778000,144.00000000,84.6403200000 USDT,-0.0000391600 BNB,0.0000000000
2021-10-01 05:53:55,COTIUSDT,BUY,0.58615000,144.00000000,84.4056000000 USDT,-0.0000390600 BNB,0.0000000000
2021-10-01 05:55:46,FTMUSDT,SELL,1.22576000,69.00000000,84.5774400000 USDT,-0.0000391300 BNB,0.0000000000
2021-10-01 05:56:23,FTMUSDT,SELL,1.23312000,69.00000000,85.0852800000 USDT,-0.0000393600 BNB,0.0000000000
2021-10-01 05:58:21,LUNAUSDT,BUY,37.26200000,2.00000000,74.5240000000 USDT,-0.0000344700 BNB,0.0000000000
2021-10-01 06:00:03,XRPUSDT,SELL,0.95830000,88.70000000,85.0012100000 USDT,-0.0000393200 BNB,0.0000000000
2021-10-01 06:00:08,FTMUSDT,SELL,1.23213000,69.00000000,85.0169700000 USDT,-0.0000393200 BNB,0.0000000000
2021-10-01 06:00:15,ALGOUSDT,SELL,1.62020000,52.50000000,85.0605000000 USDT,-0.0000393500 BNB,0.0000000000
2021-10-01 06:00:30,COTIUSDT,BUY,0.58500000,144.00000000,84.2400000000 USDT,-0.0000389500 BNB,0.0000000000
2021-10-01 06:01:42,LUNAUSDT,BUY,37.20900000,2.00000000,74.4180000000 USDT,-0.0000344100 BNB,0.0000000000
2021-10-01 06:02:21,FTMUSDT,SELL,1.23667000,68.00000000,84.0935600000 USDT,-0.0000388500 BNB,0.0000000000
2021-10-01 06:06:59,COTIUSDT,BUY,0.58523000,144.00000000,84.2731200000 USDT,-0.0000389300 BNB,0.0000000000
2021-10-01 06:12:04,LUNAUSDT,BUY,37.15500000,2.00000000,74.3100000000 USDT,-0.0000343800 BNB,0.0000000000
2021-10-01 06:14:40,LUNAUSDT,BUY,37.01300000,2.00000000,74.0260000000 USDT,-0.0000343200 BNB,0.0000000000
2021-10-01 06:22:41,COTIUSDT,BUY,0.58051000,145.00000000,84.1739500000 USDT,-0.0000389500 BNB,0.0000000000
2021-10-01 06:22:45,ADAUSDT,BUY,2.10380000,80.00000000,168.3040000000 USDT,-0.0001557500 BNB,0.7720000000
2021-10-01 06:24:37,NEARUSDT,BUY,6.88330000,56.00000000,385.4648000000 USDT,-0.0003569500 BNB,5.0120000000
2021-10-01 06:24:37,NEARUSDT,BUY,6.88330000,12.00000000,82.5996000000 USDT,-0.0000764900 BNB,1.0740000000
2021-10-01 06:24:37,NEARUSDT,BUY,6.88330000,4.00000000,27.5332000000 USDT,-0.0000254900 BNB,0.3580000000
2021-10-01 06:31:07,EGLDUSDT,BUY,207.59000000,1.20000000,249.1080000000 USDT,-0.0002304500 BNB,1.2200000000
2021-10-01 06:38:32,QTUMUSDT,SELL,10.88900000,7.80000000,84.9342000000 USDT,-0.0000392100 BNB,0.0000000000
2021-10-01 06:39:28,QTUMUSDT,SELL,10.96900000,7.70000000,84.4613000000 USDT,-0.0000779900 BNB,0.0000000000
2021-10-01 06:40:57,LUNAUSDT,BUY,36.61100000,2.00000000,73.2220000000 USDT,-0.0000338000 BNB,0.0000000000
2021-10-01 06:41:28,QTUMUSDT,SELL,11.03900000,7.70000000,85.0003000000 USDT,-0.0000392700 BNB,0.0000000000
2021-10-01 06:43:39,QTUMUSDT,SELL,11.04600000,7.70000000,85.0542000000 USDT,-0.0000392600 BNB,0.0000000000
2021-10-01 06:45:47,QTUMUSDT,SELL,11.08800000,7.60000000,84.2688000000 USDT,-0.0000389700 BNB,0.0000000000
2021-10-01 06:47:56,NEARUSDT,SELL,6.90980000,12.00000000,82.9176000000 USDT,-0.0000382500 BNB,0.0000000000
2021-10-01 06:48:42,QTUMUSDT,SELL,11.12000000,2.60000000,28.9120000000 USDT,-0.0000133300 BNB,0.0000000000
2021-10-01 06:48:42,QTUMUSDT,SELL,11.12000000,5.00000000,55.6000000000 USDT,-0.0000256500 BNB,0.0000000000
2021-10-01 06:52:04,FTMUSDT,SELL,1.23840000,68.00000000,84.2112000000 USDT,-0.0000386500 BNB,0.0000000000
2021-10-01 06:52:30,DOTUSDT,SELL,29.08700000,2.90000000,84.3523000000 USDT,-0.0000773600 BNB,0.0000000000
2021-10-01 06:59:45,ALGOUSDT,SELL,1.63140000,52.20000000,85.1590800000 USDT,-0.0000389500 BNB,0.0000000000
2021-10-01 07:01:37,DOTUSDT,SELL,29.03000000,2.90000000,84.1870000000 USDT,-0.0000384900 BNB,0.0000000000
2021-10-01 07:15:39,EGLDUSDT,SELL,210.56000000,0.10000000,21.0560000000 USDT,-0.0000095500 BNB,0.0000000000
2021-10-01 07:15:39,EGLDUSDT,SELL,210.56000000,0.30000000,63.1680000000 USDT,-0.0000286700 BNB,0.0000000000
2021-10-01 07:17:14,AVAXUSDT,SELL,64.40900000,1.00000000,64.4090000000 USDT,-0.0000292100 BNB,0.0000000000
2021-10-01 07:17:48,AVAXUSDT,SELL,64.65200000,1.00000000,64.6520000000 USDT,-0.0000292900 BNB,0.0000000000
2021-10-01 07:17:52,DOTUSDT,SELL,29.05200000,2.90000000,84.2508000000 USDT,-0.0000381500 BNB,0.0000000000
2021-10-01 07:18:09,NEARUSDT,SELL,7.03160000,12.00000000,84.3792000000 USDT,-0.0000764500 BNB,0.0000000000
2021-10-01 07:19:40,NEARUSDT,SELL,7.05170000,12.00000000,84.6204000000 USDT,-0.0000384200 BNB,0.0000000000
2021-10-01 07:21:00,LINKUSDT,SELL,24.12600000,3.57000000,86.1298200000 USDT,-0.0000783100 BNB,1.3784799900
2021-10-01 07:21:01,DOGEUSDT,SELL,0.20391000,359.00000000,73.2036900000 USDT,-0.0000665500 BNB,0.5779900000
2021-10-01 07:21:01,DOGEUSDT,SELL,0.20391000,60.00000000,12.2346000000 USDT,-0.0000111200 BNB,0.0966000000
2021-10-01 07:21:15,ATOMUSDT,SELL,35.74600000,2.38000000,85.0754800000 USDT,-0.0000386300 BNB,0.0000000000
2021-10-01 07:21:15,EGLDUSDT,SELL,211.53000000,0.40000000,84.6120000000 USDT,-0.0000384100 BNB,0.0000000000
2021-10-01 07:21:16,TRXUSDT,SELL,0.08973000,948.00000000,85.0640400000 USDT,-0.0000386200 BNB,0.0000000000
2021-10-01 07:21:17,DOTUSDT,SELL,29.13000000,2.90000000,84.4770000000 USDT,-0.0000383400 BNB,0.0000000000
2021-10-01 07:21:22,NEARUSDT,SELL,7.04440000,12.00000000,84.5328000000 USDT,-0.0000383800 BNB,0.0000000000
2021-10-01 07:21:25,XRPUSDT,SELL,0.96480000,88.20000000,85.0953600000 USDT,-0.0000386000 BNB,0.0000000000
2021-10-01 07:21:37,ALGOUSDT,SELL,1.63430000,52.10000000,85.1470300000 USDT,-0.0000385400 BNB,0.0000000000
2021-10-01 07:21:37,IOTAUSDT,SELL,1.17880000,72.20000000,85.1093600000 USDT,-0.0000385200 BNB,0.0000000000
2021-10-01 07:22:04,ATOMUSDT,SELL,35.92600000,0.99000000,35.5667400000 USDT,-0.0000160900 BNB,0.0000000000
2021-10-01 07:22:04,ATOMUSDT,SELL,35.92600000,1.38000000,49.5778800000 USDT,-0.0000224300 BNB,0.0000000000
2021-10-01 07:22:09,XRPUSDT,SELL,0.96730000,88.00000000,85.1224000000 USDT,-0.0000385300 BNB,0.0000000000
2021-10-01 07:22:47,AVAXUSDT,SELL,64.94400000,1.00000000,64.9440000000 USDT,-0.0000293800 BNB,0.0000000000
2021-10-01 07:24:42,ATOMUSDT,SELL,35.98500000,2.36000000,84.9246000000 USDT,-0.0000384900 BNB,0.0000000000
2021-10-01 07:24:52,AVAXUSDT,SELL,64.99000000,1.00000000,64.9900000000 USDT,-0.0000294600 BNB,0.0000000000
2021-10-01 07:25:20,NEARUSDT,SELL,7.04450000,12.00000000,84.5340000000 USDT,-0.0000382100 BNB,0.0000000000
2021-10-01 07:25:21,ATOMUSDT,SELL,36.04300000,2.36000000,85.0614800000 USDT,-0.0000384600 BNB,0.0000000000
2021-10-01 07:25:45,AVAXUSDT,SELL,65.11500000,1.00000000,65.1150000000 USDT,-0.0000294300 BNB,0.0000000000
2021-10-01 07:25:48,XRPUSDT,SELL,0.96700000,88.00000000,85.0960000000 USDT,-0.0000384700 BNB,0.0000000000
2021-10-01 07:25:54,COTIUSDT,SELL,0.59461000,230.00000000,136.7603000000 USDT,-0.0001236300 BNB,1.2996625600
2021-10-01 07:25:54,COTIUSDT,SELL,0.59470000,47.00000000,27.9509000000 USDT,-0.0000252600 BNB,0.2698132100
2021-10-01 07:25:54,COTIUSDT,SELL,0.59462000,19.00000000,11.2977800000 USDT,-0.0000102100 BNB,0.1075534200
2021-10-01 07:25:54,AVAXUSDT,SELL,65.13800000,1.00000000,65.1380000000 USDT,-0.0000294400 BNB,0.0000000000
