Timestamp,Open,High,Low,Close,Volume
2021-08-18,1.0982,1.1969,1.0501,1.1439,3155606674.3
2021-08-19,1.1439,1.2367,1.09,1.2357,2427378303.5
2021-08-20,1.2357,1.2904,1.2007,1.264,1989126590.5
2021-08-21,1.264,1.2848,1.2033,1.2172,1475095353.5
2021-08-22,1.217,1.2579,1.1759,1.2266,1273800960.1
2021-08-23,1.2266,1.3066,1.1985,1.2465,2020466111.7
2021-08-24,1.2465,1.2671,1.12,1.1358,1927440911.2
2021-08-25,1.1358,1.1786,1.107,1.1749,1588520494.2
2021-08-26,1.1747,1.1876,1.063,1.0724,1930039443.1
2021-08-27,1.0725,1.194,1.0496,1.1925,1800717916.1
2021-08-28,1.1927,1.1997,1.1335,1.1471,999620772.4
2021-08-29,1.1472,1.1695,1.1121,1.1423,1103872394.3
2021-08-30,1.1422,1.1507,1.0949,1.101,1038916883.0
2021-08-31,1.101,1.2443,1.0913,1.1872,2100929635.2
2021-09-01,1.1872,1.2394,1.1583,1.237,1601162715.9
2021-09-02,1.237,1.2981,1.223,1.2542,1711752690.9
2021-09-03,1.2542,1.3266,1.22,1.2921,1773255609.6
2021-09-04,1.2921,1.299,1.2364,1.2556,1080393045.7
2021-09-05,1.2556,1.314,1.237,1.309,1045144591.4
2021-09-06,1.309,1.418,1.308,1.3906,2384689894.2
2021-09-07,1.3906,1.3937,0.8969,1.1292,4206131473.4
2021-09-08,1.1293,1.1488,1.0138,1.1002,2477290525.7
2021-09-09,1.1001,1.1387,1.07,1.0878,1553041248.8
2021-09-10,1.0877,1.2459,1.0294,1.0556,2778213376.2
2021-09-11,1.0556,1.1135,1.0508,1.0795,987981750.2
2021-09-12,1.0795,1.1285,1.0577,1.1191,892124217.6
2021-09-13,1.1194,1.1274,1.0238,1.0651,1397941535.5
2021-09-14,1.0652,1.0983,1.0563,1.0965,780395330.6
2021-09-15,1.0965,1.1308,1.0782,1.1216,754055539.4
2021-09-16,1.1216,1.1312,1.0666,1.0908,908667576.0
2021-09-17,1.0908,1.1027,1.0511,1.0672,770260058.4
2021-09-18,1.0672,1.0954,1.0572,1.0756,547142465.4
2021-09-19,1.0759,1.0846,1.037,1.0483,624612100.7
2021-09-20,1.0482,1.0498,0.87,0.9216,2398417272.6
2021-09-21,0.9217,0.959,0.8579,0.8738,1756541477.0
2021-09-22,0.8741,1.009,0.8679,1.0031,1566743228.4
2021-09-23,1.003,1.0171,0.9674,1.0015,983353999.1
2021-09-24,1.0014,1.0027,0.8849,0.9439,1464844211.3
2021-09-25,0.9439,0.9574,0.9161,0.9398,803579935.6
2021-09-26,0.9396,0.9567,0.8909,0.9433,838471450.6
2021-09-27,0.9434,0.9814,0.919,0.9208,777450962.9
2021-09-28,0.9208,0.9433,0.89,0.8924,695529377.5
2021-09-29,0.8925,0.9928,0.8855,0.9261,1313470970.5
2021-09-30,0.9258,0.9634,0.9211,0.9531,723327747.6
2021-10-01,0.9532,1.0689,0.9436,1.0421,1430025430.6
2021-10-02,1.0422,1.0728,1.0074,1.0362,875247098.4
2021-10-03,1.0362,1.0888,1.0203,1.0558,929477770.8
2021-10-04,1.0558,1.0604,1.0055,1.0435,980599974.9
2021-10-05,1.0435,1.0895,1.0382,1.0848,991675254.9
2021-10-06,1.0849,1.1096,1.0164,1.0773,1127575572.1
2021-10-07,1.0773,1.0958,1.0434,1.0686,910164591.9
2021-10-08,1.0687,1.0937,1.0531,1.0641,669159347.7
2021-10-09,1.0642,1.209,1.057,1.1618,1649280012.1
2021-10-10,1.1619,1.2319,1.1261,1.1359,1752991756.8
2021-10-11,1.1359,1.1833,1.101,1.1368,1010567408.8
2021-10-12,1.1367,1.1369,1.063,1.1023,1171455394.9
2021-10-13,1.1022,1.1268,1.0758,1.0907,504500324.0
