Timestamp,Open,High,Low,Close,Volume
2021-08-11,3143.97,3279.78,3120.69,3161.52,3248054.689
2021-08-12,3161.52,3241.57,2981.0,3046.74,3651234.966
2021-08-13,3046.63,3332.88,3034.35,3324.12,3291401.802
2021-08-14,3324.12,3337.99,3210.0,3266.31,2307338.73
2021-08-15,3266.31,3326.0,3109.0,3312.31,2863557.025
2021-08-16,3312.31,3343.0,3133.33,3146.83,2823441.625
2021-08-17,3146.82,3294.23,2992.0,3014.64,3583054.432
2021-08-18,3014.63,3125.92,2950.0,3014.25,2914764.091
2021-08-19,3014.31,3194.0,2958.8,3186.8,2795287.664
2021-08-20,3186.76,3308.26,3180.0,3286.62,2223015.324
2021-08-21,3286.65,3313.9,3207.12,3226.4,1838074.781
2021-08-22,3226.39,3276.42,3124.35,3241.29,1773220.917
2021-08-23,3241.29,3383.0,3233.07,3323.01,2430852.991
2021-08-24,3323.0,3362.0,3145.0,3173.98,2520587.128
2021-08-25,3173.99,3249.0,3078.52,3227.9,2405504.816
2021-08-26,3227.9,3254.0,3052.0,3093.77,2360877.641
2021-08-27,3093.81,3283.0,3061.44,3273.91,2227370.879
2021-08-28,3274.12,3288.22,3209.93,3247.29,1124796.339
2021-08-29,3247.47,3291.7,3150.5,3225.47,1642534.292
2021-08-30,3225.47,3350.0,3142.38,3230.43,2535431.803
2021-08-31,3230.42,3478.0,3187.85,3430.49,3605871.087
2021-09-01,3430.49,3849.0,3381.23,3831.44,3339812.397
2021-09-02,3831.42,3843.21,3723.87,3788.95,1997427.18
2021-09-03,3788.94,4036.44,3710.77,3942.79,2643680.21
2021-09-04,3942.83,3976.59,3835.0,3889.71,1508907.058
2021-09-05,3889.95,3991.25,3837.0,3952.56,1483337.994
2021-09-06,3952.56,3976.6,3864.27,3929.0,1471495.586
2021-09-07,3929.01,3952.53,2923.0,3435.0,4947996.791
2021-09-08,3435.0,3562.25,3217.01,3497.99,2986177.27
2021-09-09,3497.68,3570.34,3390.0,3426.42,1980923.9
2021-09-10,3426.43,3517.91,3143.2,3209.84,2299854.907
2021-09-11,3209.85,3349.17,3199.26,3267.23,1413713.591
2021-09-12,3267.28,3474.95,3230.84,3405.21,1518234.911
2021-09-13,3405.65,3432.12,3107.02,3284.41,2654865.254
2021-09-14,3284.17,3438.0,3269.25,3435.42,1536142.673
2021-09-15,3435.29,3620.0,3358.08,3614.72,1652816.482
2021-09-16,3614.71,3678.0,3482.0,3570.46,1879717.934
2021-09-17,3570.46,3597.52,3350.0,3400.99,1665745.301
2021-09-18,3401.0,3546.0,3370.25,3435.35,1392166.948
2021-09-19,3435.36,3459.0,3275.0,3328.72,1409270.892
2021-09-20,3328.99,3347.99,2907.07,2978.34,3894855.847
2021-09-21,2978.34,3108.17,2647.8,2765.48,4287819.594
2021-09-22,2765.47,3088.88,2736.57,3076.62,2674294.104
2021-09-23,3076.62,3173.99,3032.77,3150.7,1943658.778
2021-09-24,3150.7,3157.5,2731.0,2926.37,3728806.998
2021-09-25,2926.36,2967.32,2800.0,2921.08,2234473.056
2021-09-26,2921.08,3116.84,2737.19,3057.63,2764303.968
2021-09-27,3057.62,3163.9,2920.22,2923.6,2027218.619
2021-09-28,2923.59,2969.0,2781.0,2803.5,2369096.762
2021-09-29,2803.34,2949.0,2780.0,2848.38,1856317.865
2021-09-30,2848.38,3049.3,2835.29,2999.45,2159101.897
2021-10-01,2999.45,3331.56,2967.1,3308.58,2414202.176
2021-10-02,3308.59,3471.58,3257.05,3387.25,1587338.885
2021-10-03,3387.24,3489.22,3340.0,3418.25,1314004.609
2021-10-04,3418.21,3440.0,3268.81,3386.12,1961769.087
2021-10-05,3386.12,3549.9,3363.56,3517.64,1476768.109
2021-10-06,3517.64,3638.0,3339.67,3576.85,2134235.566
2021-10-07,3576.9,3659.98,3470.37,3589.85,1809003.003
2021-10-08,3589.85,3675.41,3531.0,3563.81,1501949.85
2021-10-09,3563.82,3639.0,3538.1,3577.8,907875.164
2021-10-10,3577.65,3607.55,3402.12,3415.01,1518799.428
2021-10-11,3415.01,3629.0,3368.0,3543.1,1874616.227
2021-10-12,3543.09,3549.82,3404.0,3492.91,1986800.415
2021-10-13,3492.9,3535.0,3413.14,3462.07,810418.708
